Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
2511997	GCA_006861655.1	Halonotius^roseus	Scaffold	4	2652	43	4	2564341	0.629732866534899	NA	0.625690604720526	0.636904761904762	1155.22398001665	672	0.557357361386936	0.564516129032258	0.54288659707054	0.56891495601173	NA	NA	0.592827800489575	0.591489361702128	94.7629796839729	34	443	0.557102083624346	0.566235651141312	164.5	482	0.531370664468123	0.568181818181818	77.5	NA	650	0.515683481321178	0.559262510974539	74	790	0.00103418383124553	0.0560593345424809	0.0163706776906815	0.0251394997779157	0.0309198347645652
2487750	GCA_006861665.1	Halonotius^terrestris	Scaffold	26	2887	47	6	2841436	0.592460359667531	NA	0.633953331867234	0.642590982486648	859.644285714286	716	0.552642952327215	0.564516129032258	0.537192362534795	0.563335710465324	NA	NA	0.557136313598038	0.571428571428571	76.3902912621359	35	515	0.551594423252517	0.564531158998253	152	542	0.518648371751259	0.5543105062738	73	NA	784	0.532871772873886	0.562189054726368	77	819	0.00101603555385376	0.0530633102417228	0.013845464054091	0.0240695197780277	0.0289937904636951
2137971	GCA_006864335.1	Haloferax^sp.^wsp5	Contig	2	765	45	7	3343591	0.621976712168517	NA	0.652039796709717	0.66120218579235	1446.29015979815	569	0.590078869034237	0.596774193548387	0.588028233288174	0.602180241192895	NA	NA	0.620246115652129	0.625	191.381231671554	94	682	0.574364743223358	0.578947368421053	184	743	0.589809817982094	0.609841827768014	105	NA	1013	0.575504917158579	0.594788858939802	103	1088	0.000228795926296009	0.0777011901276203	0.039036473061448	0.036813414080849	0.0408877760467713
1820005	GCA_006954405.1	Methanomassiliicoccales^archaeon^Mx-02	Contig	2	1414	47	2	1416890	0.47520698371095	NA	0.485246366204356	0.485842902391675	908.310634328358	792	0.40387681351969	0.403225806451613	0.349707364117014	0.381730346947738	NA	NA	0.361597028156624	0.40203918432627	92.2222222222222	43	180	0.374114247271857	0.380277810569394	139	240	0.332434251777175	0.374149659863946	36	NA	415	0.347107207805859	0.379310344827586	54	319	0.000997960321549309	0.0366168157019952	0.0117158000973964	0.0130722921327697	0.0235445235692256
1820006	GCA_006954425.1	Methanomassiliicoccales^archaeon^Mx-03	Scaffold	4	1857	45	2	1914453	0.596359451447526	NA	0.605262723863533	0.612683578104139	922.369777158774	768	0.506281939927687	0.516129032258065	0.460631624959343	0.494949494949495	NA	NA	0.494591861725421	0.523131672597865	141.97628458498	65	253	0.482882866972624	0.488909108794019	155.5	304	0.440517316718383	0.480680061823802	49	NA	519	0.450169940923605	0.49816541915169	56	470	0.00096998986133376	0.0396943670071817	0.0187625394825571	0.0150021964498476	0.0246921705573341
1820007	GCA_006954465.1	Methanomassiliicoccales^archaeon^Mx-06	Scaffold	271	1276	31	3	1492097	0.580498710560917	NA	0.614750419497255	0.607411957411957	921.5	814.5	0.505916389411254	0.516129032258065	0.467384994029245	0.5	NA	NA	0.534251032459629	0.56615139804501	146.950617283951	81	162	0.498013974952547	0.5	149	209	0.438190663170828	0.48968008255934	49.5	NA	356	0.447324661322219	0.5	67	341	0.000855172284375614	0.037824786190174	0.0159547268039545	0.0169541591464898	0.0208706270436842
2565931	GCA_007004735.1	Salinigranum^halophilum	Scaffold	NA	4146	NA	NA	4196798	0.642276489264483	NA	0.678359109387635	0.681186868686869	852.770672546858	744	0.584445855330104	0.596774193548387	0.591821299569886	0.619718309859155	NA	NA	0.66048546754256	0.671997471554994	117.378947368421	46	760	0.588440565259502	0.6	165.5	808	0.566659578854563	0.616828559273965	85	NA	1014	0.569634877390921	0.609756097560976	79	1079	0.000987896010244	0.0538958510750339	0.0212562053260605	0.022032511452779	0.0318633396222549
2080321	GCA_007123025.1	Haloferacaceae^archaeon	Contig	NA	1662	NA	NA	1525517	0.656524004525322	NA	0.665718827529096	0.668063314711359	868.5	816	0.576766176193171	0.580645161290323	0.57887693562009	0.607476635514019	NA	NA	0.644621777214764	0.65625	93.3333333333333	42	279	0.586830653103318	0.592205890329229	156	292	0.544299685581414	0.592316196793809	86.5	NA	384	0.560407854882177	0.603006189213086	97.5	400	0.00108946671849609	0.0603298750521954	0.0170696229540543	0.0304698341611401	0.0298600408910553
2018670	GCA_007123105.1	Salinarchaeum^sp.	Contig	NA	2030	NA	NA	1877821	0.613147176672541	NA	0.606872192723938	0.61198397334894	597.6	549	0.55220991815118	0.564516129032258	0.523675720261666	0.554545454545455	NA	NA	0.531468673155468	0.57001647446458	128.498007968127	38	251	0.542361065521206	0.550561797752809	107	371	0.518490634122955	0.551981471950592	51.5	NA	454	0.510034248109977	0.554285714285714	49	479	0.0010810402056426	0.0350513973376589	0.0171757584988132	0.0139114697300754	0.0211399276075835
1904752	GCA_007125235.1	Halobacteriales^archaeon	Contig	NA	2277	NA	NA	2119896	0.583370756296538	NA	0.585153393177339	0.589531680440771	833.516129032258	726	0.512505477466545	0.516129032258065	0.496876234431138	0.511450381679389	NA	NA	0.506635926637051	0.525	84.0703363914373	38	327	0.50763798241753	0.51234756097561	125	418	0.478063828588602	0.504273504273504	64	NA	535	0.501249728199298	0.507692307692308	65	543	0.00107410929592772	0.0432290074607434	0.0129680890005925	0.01858157192617	0.0246474355345734
2497615	GCA_007127355.1	Haloarculaceae^archaeon	Contig	NA	2782	NA	NA	2344218	0.65128076565162	NA	0.700335173212532	0.700335173212532	1342.5	1342.5	0.572537975763782	0.580645161290323	0.562056287143582	0.580645161290323	NA	NA	0.603037715530567	0.618181818181818	61.7150395778364	22	379	0.570611878781363	0.573099415204678	117	493	0.546810428799215	0.577193932827736	52	NA	562	0.540998479899593	0.571428571428571	56	531	0.00118674969648727	0.038443950178695	0.00997774097801484	0.0138383034342369	0.0246056467444581
2004548	GCA_007127385.1	Methanosalsum^sp.	Contig	NA	1457	NA	NA	1333932	0.400781674855268	NA	0.412001261662784	0.416666666666667	495.6	378	0.319251257768571	0.306451612903226	0.278026364581097	0.287671232876712	NA	NA	0.272770276400976	0.286213786213786	77.20625	39.5	160	0.288616023116831	0.288659793814433	207	165	0.276840198965715	0.285714285714286	50	NA	440	0.276825093709821	0.293232666322085	51	320	0.00109225957545062	0.0397134186750149	0.00926059199419461	0.014108665209321	0.0256047534656939
2004547	GCA_007130455.1	Methanocalculus^sp.	Contig	NA	1668	NA	NA	1449139	0.547441148422898	NA	0.555965866366582	0.558898124467178	771.75	759	0.445419241453597	0.443548387096774	0.39639956367548	0.419642857142857	NA	NA	0.403260496356836	0.450806451612903	70.74375	19.5	160	0.407548279423381	0.406976744186047	111	221	0.394682755208913	0.425	36	NA	368	0.387467155463264	0.415182241710058	36.5	328	0.00115102830025277	0.0260837642213756	0.00781084492239875	0.00915578146747827	0.0169279827538973
2497617	GCA_007131485.1	Halococcaceae^archaeon	Contig	NA	3045	NA	NA	2561893	0.681172231148757	NA	0.676737754885088	0.686751984832326	806.25	546	0.611659376708584	0.629032258064516	0.590193706261163	0.627118644067797	NA	NA	0.603866994053949	0.654967159277504	81.3883495145631	38	412	0.615985449642416	0.624260355029586	129	531	0.575842556382953	0.620689655172414	62	NA	721	0.574627620916475	0.621621621621622	58	577	0.00118857423007128	0.0413011003972453	0.0130887589762726	0.014563449761563	0.0267376506356823
2517205	GCA_007131865.1	Candidatus^Methanomethylophilaceae^archaeon	Contig	NA	849	NA	NA	737820	0.559802449161886	NA	0.54470275806437	0.544927536231884	983	390	0.448651601403025	0.451612903225806	0.386975702875011	0.41025641025641	NA	NA	0.375350787778112	0.401360544217687	59.1904761904762	14	63	0.409817303046985	0.403508771929825	112	111	0.363561950835276	0.4	40	NA	156	0.397082245772357	0.427184466019418	42	183	0.00115068715946979	0.0294353636388279	0.00505407823046271	0.0125857255157084	0.0168496381231195
35747	GCA_007134425.1	Natronococcus^sp.	Contig	NA	2768	NA	NA	2573846	0.660925491197378	NA	0.646444765318424	0.661971830985915	549	444	0.57859670613856	0.596774193548387	0.574777098259259	0.598745773374223	NA	NA	0.622724983116875	0.630383268081599	96.0292792792793	39	444	0.579679123114424	0.587766459158649	147	498	0.554193066399802	0.591044776119403	83	NA	691	0.560858352666626	0.59493670886076	81	683	0.00107543341753936	0.0526130934018585	0.0165654821617144	0.0241708322875572	0.0284422611143013
2184060	GCA_007135435.1	Natronomonas^sp.	Contig	NA	3385	NA	NA	3110843	0.688448060587495	NA	0.686674990547372	0.689072704969665	895.5	702	0.619267277480267	0.629032258064516	0.627732784000525	0.646716050183162	NA	NA	0.658330306865311	0.656370656370656	171.862708719852	145	539	0.63393830815639	0.643051771117166	230	543	0.617669600335032	0.645898033126294	142.5	NA	712	0.610667357023477	0.64508064516129	152	744	0.0010881294877305	0.083027092656235	0.0297777804922975	0.0428804185875018	0.0401466740687331
1935978	GCA_007135505.1	Halovivax^sp.	Contig	NA	2736	NA	NA	2444395	0.643658635807305	NA	0.679973846595471	0.673307431709479	691.2	777	0.566998742778936	0.580645161290323	0.572532288759292	0.6	NA	NA	0.628577318464159	0.633333333333333	138.557142857143	88	420	0.577153596476236	0.586206896551724	191	445	0.553121641711087	0.595817545904984	102	NA	556	0.547053674901663	0.588235294117647	121	581	0.00111929536756539	0.0677877347973629	0.0238071179167033	0.0330163496488906	0.0347713851484723
2234134	GCA_007421925.1	Natronomonas^sp.^F16-60	Scaffold	53	3732	53	4	4004362	0.635354150594365	NA	0.694935053010634	0.702776834925407	934.584010840108	682.5	0.630332611946537	0.645161290322581	0.627852204703385	0.660621761658031	NA	NA	0.673174966807814	0.678710647460647	191.129577464789	103	710	0.644479540849897	0.666666666666667	181	712	0.604282911383925	0.650298309066741	99	NA	1052	0.60857143453449	0.650602409638554	95	997	0.000931983671805896	0.0582834419066009	0.0338885445421768	0.0261005373640046	0.0321829045425963
2479206	GCA_007570915.1	Cenarchaeum^sp.	Contig	NA	1552	NA	NA	1316178	0.693790593303448	NA	0.727881874083631	0.71523709434581	529.5	436.5	0.694756223302401	0.709677419354839	0.698924238293139	0.729411764705882	NA	NA	0.732799857912594	0.732394366197183	164.878787878788	85	99	0.707593781062815	0.716981132075472	116	239	0.697589765952554	0.741582491582492	53	NA	294	0.683341042639434	0.729411764705882	46	323	0.00117917181414672	0.0344869766855243	0.0124018179911836	0.0134229564694137	0.0210640202161106
2592614	GCA_007655485.1	Halobellus^sp.^ZY21	Scaffold	NA	3288	NA	NA	3351536	0.589433020272521	NA	0.647804660959048	0.655038759689923	881.590027700831	768	0.550842232742486	0.564516129032258	0.540963109868012	0.569767441860465	NA	NA	0.59019098174852	0.598360655737705	127.981196581197	80	585	0.549897622639568	0.556332315327353	179	608	0.534163028246295	0.567567567567568	97	NA	817	0.508995638150887	0.557823129251701	100	897	0.000981042721904225	0.0620434928940044	0.0223387127573746	0.0295712174955006	0.0324722753985038
2583990	GCA_007671685.1	Halorubrum^salsamenti	Scaffold	NA	3597	NA	NA	3674958	0.601412367644251	NA	0.67911605796185	0.688888888888889	901.921824104234	783	0.581971945105586	0.596774193548387	0.578215863143325	0.610457963089542	NA	NA	0.635524027951494	0.641891891891892	157.651583710407	57	663	0.586417003270768	0.601081341885679	162	688	0.549850186278783	0.605263157894737	90	NA	901	0.558303723473122	0.6	91	908	0.000978786696337754	0.0550166831838622	0.0284419577040064	0.0246881733070147	0.0303285098768476
2583992	GCA_007671725.1	Halorubrum^depositum	Contig	NA	3134	NA	NA	3182860	0.645404957305885	NA	0.689388839618589	0.701419082125604	862.852702702703	766.5	0.613924344395451	0.629032258064516	0.617860060973959	0.652777777777778	NA	NA	0.688730217929641	0.7	111.36944937833	46	563	0.629298597783467	0.641996439819252	168	584	0.600607082220268	0.647619047619048	89	NA	809	0.577234476850589	0.636363636363636	93	803	0.000984649026347373	0.0567766097157902	0.0196995783666262	0.0259515027365326	0.0308251069792576
2035267	GCA_007826885.1	Candidatus^Nitrosocosmicus^arcticus	Scaffold	22	3110	33	3	2644860	0.346195868026406	NA	0.349193250537453	0.348484848484849	621.02614379085	432	0.273906861002488	0.274193548387097	0.275846184368963	0.283497125606192	NA	NA	0.286605587523323	0.294685990338164	210.3952	162	625	0.268151952916023	0.275686136523575	217.5	626	0.280197838164156	0.285714285714286	126	NA	725	0.269789979723688	0.278260869565217	110	836	0.00117586564128158	0.0922510076147698	0.0497179434828309	0.0407719123129391	0.0514790953018307
2599399	GCA_007833275.1	Salarchaeum^sp.^JOR-1	Complete Genome	2	2579	45	3	2523371	0.650570448900863	NA	0.642562408536274	0.648888888888889	917.857142857143	711	0.588769886806352	0.596774193548387	0.560696682482118	0.59375	NA	NA	0.612535147432597	0.626016260162602	163.63122923588	107	301	0.593373006346949	0.6	112	506	0.544216999432298	0.583333333333333	47	NA	585	0.52761288359748	0.579282601407979	48	680	0.00102204550975659	0.0362693397047045	0.0195187310942386	0.0138104939780952	0.0224588457266094
2594042	GCA_008000775.1	anaerobic^archaeon^MK-D1	Complete Genome	1	3970	24	2	4427796	0.311730712074359	NA	0.320365016584325	0.31863313770984	993.849622166247	831	0.227264611355791	0.225806451612903	0.208123419792243	0.211267605633803	NA	NA	0.201951792210114	0.20536784088186	89.2809798270893	43	694	0.209862449210889	0.209459459459459	156	789	0.212369968680379	0.215384615384615	77	NA	1056	0.206767091951566	0.210526315789474	69	1160	0.000896608606177882	0.0472137831101523	0.013993643790274	0.0194157544746867	0.0277980286354656
2055836	GCA_008122205.1	Natronococcus^sp.^LS1_42	Contig	50	4989	50	6	5316806	0.602821246063066	NA	0.653731589582847	0.658427629436666	842.401069518717	766.5	0.547746618550453	0.564516129032258	0.551667979348049	0.571748878923767	NA	NA	0.600751358745653	0.605015673981191	160.929364278507	78	991	0.553571229620433	0.560225193969596	196	1038	0.52784350494225	0.565064836003051	108	NA	1292	0.536595044824137	0.566037735849057	112.5	1316	0.000938345314837517	0.0683045422383288	0.0299956402396477	0.0300394635425855	0.0382650786957433
1973142	GCA_008709555.1	Thermoplasma^sp.	Scaffold	46	1475	43	4	1451080	0.467854396982384	NA	0.474956679060835	0.473115839720317	892.755555555556	783	0.357502584356031	0.354838709677419	0.323984806576486	0.339285714285714	NA	NA	0.294660427479323	0.333333333333333	81.7951219512195	32	205	0.337208735689598	0.344213649851632	172	265	0.32244083647768	0.333333333333333	67	NA	336	0.332605691058373	0.346456692913386	70	351	0.00101648427378229	0.0514368608209058	0.0115555310527331	0.0200257739063318	0.031411086914574
1853685	GCA_008729005.1	Haloarcula^sp.^CBA1130	Contig	6	3871	46	13	3999003	0.591412383492864	NA	0.633266798778294	0.637755102040816	2666.60140327431	753	0.53693699468012	0.548387096774194	0.524999213623567	0.544776119402985	NA	NA	0.584215851547037	0.586313324819072	127.26586102719	48	662	0.532726955442754	0.535746368057492	158	742	0.501559090004341	0.53968253968254	83	NA	999	0.504308141277828	0.53740671641791	77	1040	0.000967991271824502	0.0510639776964408	0.0210677511369708	0.0217476706068988	0.0293163070895421
2650752	GCA_008806815.1	Haloferax^sp.^CBA1148	Contig	3	3538	55	6	3561692	0.602683932225065	NA	0.626997457048716	0.633663366336634	2964.33039503754	729	0.545007871489165	0.548387096774194	0.535223084601399	0.555826558265583	NA	NA	0.582120203371257	0.588235294117647	113.624024960998	52	641	0.543471313893544	0.547022405660377	162	668	0.521672690688938	0.549344241007661	91	NA	970	0.510605095354918	0.55	88	911	0.000993348105338699	0.0552167340690885	0.0204489888513661	0.0248334218680335	0.030383312201055
2650753	GCA_008806915.1	Haloferax^sp.^CBA1149	Contig	6	3422	57	6	3487106	0.567911690525599	NA	0.622742052213239	0.626666666666667	2062.51853134742	732	0.536864893704342	0.548387096774194	0.523829008625141	0.546745780945337	NA	NA	0.568259715274724	0.575	116.377535101404	56	641	0.536227702195928	0.539748953974895	169	663	0.506570870698495	0.541080038572806	95	NA	954	0.500407534993437	0.533962665909575	91.5	864	0.000981329503605569	0.0573908564867257	0.0213925243454027	0.0252590543562484	0.0321318021304772
2650975	GCA_008831545.1	Halorussus^sp.^ZS-3	Complete Genome	NA	4481	NA	NA	4450731	0.603376975200711	NA	0.622779777528752	0.630769230769231	854.915332428765	732	0.530161844041197	0.532258064516129	0.517664353998283	0.535714285714286	NA	NA	0.534470906489208	0.549060542797495	97.531914893617	29	799	0.530294139972035	0.536082474226804	159	875	0.507459603003409	0.531914893617021	84	NA	1196	0.506821053664879	0.531914893617021	85	1132	0.00100680090528949	0.0544631881818964	0.0175090339092612	0.0232042781286939	0.0312589100532025
2080451	GCA_008974855.1	archaeon^MnTg01	Contig	180	1320	21	1	1071832	0.331922708314246	NA	0.358677630675476	0.361466729887783	326.7	291	0.285874328643448	0.274193548387097	0.241936054339302	0.254237288135593	NA	NA	0.209817506232801	0.227272727272727	103.742857142857	22	175	0.268199063184063	0.26296580868229	110	200	0.240577824586268	0.255813953488372	51	NA	265	0.244254764639427	0.25	49	314	0.00123153628553729	0.0373071526134693	0.0169382888363101	0.0167815478545145	0.0205256047589548
1364937	GCA_009176545.1	Salinigranum^salinum	Contig	NA	4491	NA	NA	4690830	0.619383248653006	NA	0.676075271655361	0.683836163331312	874.754430379747	759	0.593242634685122	0.612903225806452	0.608521893956894	0.639175257731959	NA	NA	0.668746954748156	0.686046511627907	149.774383078731	92	851	0.60736521940712	0.617283950617284	196	877	0.58209433924491	0.62962962962963	118	NA	1199	0.592105535502431	0.63265306122449	112	1130	0.000957399863137227	0.0665929057331005	0.0271717371978946	0.0299486444829593	0.0366442612501412
2217660	GCA_009184575.1	Natronomonas^sp.^F18-79	Scaffold	10	2536	45	3	2422107	0.647117835634773	NA	0.659868750075666	0.667438271604938	1393.03842459174	723	0.57902368639104	0.596774193548387	0.546994361411858	0.583333333333333	NA	NA	0.561490568520962	0.595238095238095	96.8187311178248	24	331	0.577283042880244	0.588744588744589	104	503	0.538628842698012	0.581395348837209	49	NA	639	0.523033700932962	0.571428571428571	48	613	0.00104702228266546	0.0347371111185427	0.0132310422289354	0.0131393864928345	0.0215977246257081
2169593	GCA_009377575.1	Nitrososphaeraceae^archaeon	Scaffold	380	3823	45	1	3890070	0.382602719241265	NA	0.416768127758241	0.413617432693738	733.69262295082	609	0.340399118876941	0.338709677419355	0.349170064152596	0.354498692975799	NA	NA	0.361514148960498	0.361248624862486	325.598611111111	228	720	0.342884437451171	0.349118519917854	343.5	768	0.346584358078067	0.355263157894737	211	NA	991	0.347557636773546	0.352941176470588	198	929	0.000982758665011169	0.126545537740966	0.0602639541190775	0.0587297914947546	0.0678157462462115
